timestamp,views,likes,retweets,replies,hasImages,keywords,tweetUrl,text,translated_text,hasVideo
2026-07-23T05:40:09.000+08:00,24261,30,19,3,yes,"vessel iran; mark capture; george prokopiou; al cakhiqm","https://x.com/FT/status/2080045255756316812","The seizure of the tanker belonging to George Prokopiou would only mark the third such capture of a vessel by Iran since the start of the war.  https:// ft.trib.al/cAKhIqM","The seizure of the tanker belonging to George Prokopiou would only mark the third such capture of a vessel by Iran since the start of the war.  https:// ft.trib.al/cAKhIqM",no
2026-07-23T05:12:18.000+08:00,40084,157,43,9,no,"energy pact; nuclear energy; saudi; arabia agree; landmark nuclear","https://x.com/FT/status/2080038250496827630","US and Saudi Arabia agree landmark nuclear energy pact","US and Saudi Arabia agree landmark nuclear energy pact",no
2026-07-23T05:12:08.000+08:00,28794,91,29,18,yes,"tesla profits; profits dropped; musk group; dropped unexpectedly; sales regulatory","https://x.com/FT/status/2080038208205738054","Breaking news: Tesla’s profits dropped unexpectedly as Elon Musk’s group offered discounts to boost electric-vehicle sales and revenue from sales of regulatory credits to rivals dried up.  https:// ft.trib.al/78O93BU","Breaking news: Tesla’s profits dropped unexpectedly as Elon Musk’s group offered discounts to boost electric-vehicle sales and revenue from sales of regulatory credits to rivals dried up.  https:// ft.trib.al/78O93BU",no
2026-07-23T05:02:07.000+08:00,18946,5,1,1,yes,"prediction platforms; enforcement prediction; manipulation; opinion tough; al 4fgccv2","https://x.com/FT/status/2080035688339185868","Opinion: Without tough enforcement, prediction platforms provide fertile ground for manipulation.  https:// ft.trib.al/4FgCcv2","Opinion: Without tough enforcement, prediction platforms provide fertile ground for manipulation.  https:// ft.trib.al/4FgCcv2",no
2026-07-23T04:45:42.000+08:00,30254,47,17,10,no,"tesla profits; discounts ev; ev models; plunge discounts","https://x.com/FT/status/2080031553640440292","Tesla profits plunge as discounts on EV models weigh on results","Tesla profits plunge as discounts on EV models weigh on results",no
2026-07-23T04:31:09.000+08:00,22946,31,9,,yes,"financial times; just published; uk edition; al eyuuzyk; july 23","https://x.com/FT/status/2080027891731968284","Just published: front page of the Financial Times, UK edition, Thursday July 23   https:// ft.trib.al/eyuuZyk","Just published: front page of the Financial Times, UK edition, Thursday July 23   https:// ft.trib.al/eyuuZyk",no
2026-07-23T04:30:10.000+08:00,30362,100,37,6,yes,"financial times; published page; international edition; july 23; trib al","https://x.com/FT/status/2080027644809080865","Just published: front page of the Financial Times, international edition, Thursday July 23  https:// ft.trib.al/XqP3Aii","Just published: front page of the Financial Times, international edition, Thursday July 23  https:// ft.trib.al/XqP3Aii",no
2026-07-23T04:20:31.000+08:00,29721,34,9,6,no,"surges ai; cloud unit; boom","https://x.com/FT/status/2080025219423498697","Google revenue surges on AI-driven boom in Cloud unit","Google revenue surges on AI-driven boom in Cloud unit",no
2026-07-23T04:20:00.000+08:00,45674,82,14,,yes,"search business; cloud computing; fik8rsm","https://x.com/FT/status/2080025087118377286","Breaking news: The company’s revenue jumped 24%, driven by strong performance in its core search business and 82% growth in cloud computing.  https:// ft.trib.al/fIk8rSM","Breaking news: The company’s revenue jumped 24%, driven by strong performance in its core search business and 82% growth in cloud computing.  https:// ft.trib.al/fIk8rSM",no
2026-07-23T02:55:04.000+08:00,42483,63,31,11,yes,"lucy powell; elite university; xaverian","https://x.com/FT/status/2080003711544262928","Former Xaverian College pupils say Lucy Powell was not the ‘only one’ in her year to attend the elite university.  https:// ft.trib.al/Uqt28TF","Former Xaverian College pupils say Lucy Powell was not the ‘only one’ in her year to attend the elite university.  https:// ft.trib.al/Uqt28TF",no
2026-07-23T02:07:54.000+08:00,30713,25,5,6,no,"africa solar; solar energy; energy boom; real barrier; l6sdrnu opinion","https://x.com/FT/status/2079991844587393057","The real barrier to Africa’s solar energy boom  https:// ft.trib.al/L6sdRNU  | opinion","The real barrier to Africa’s solar energy boom  https:// ft.trib.al/L6sdRNU  | opinion",no
2026-07-23T02:05:09.000+08:00,30787,43,16,5,yes,"parasite continued; gastrointestinal illness; food borne; grow hundreds","https://x.com/FT/status/2079991151961026722","An outbreak of a serious gastrointestinal illness caused by a food-borne parasite has continued to grow by hundreds of cases per day.  https:// ft.trib.al/wkZGUBM","An outbreak of a serious gastrointestinal illness caused by a food-borne parasite has continued to grow by hundreds of cases per day.  https:// ft.trib.al/wkZGUBM",no
2026-07-23T01:56:49.000+08:00,62009,48,18,7,no,"tycoon tanker; towed iranian; iranian waters; greek; towed","https://x.com/FT/status/2079989053294862835","Greek tycoon’s tanker towed into Iranian waters","Greek tycoon’s tanker towed into Iranian waters",no
2026-07-23T01:34:26.000+08:00,71345,59,34,9,no,"claim oxford; accused misleading; secretary accused; uk education; education secretary","https://x.com/FT/status/2079983420743000504","UK education secretary accused of misleading claim about Oxford entry","UK education secretary accused of misleading claim about Oxford entry",no
2026-07-23T01:01:18.000+08:00,33005,17,6,2,yes,"arm; prediction markets; thinks encourage; breaking law","https://x.com/FT/status/2079975081581707775","Prediction markets can tell us what everyone thinks. They can also encourage breaking the law.    Katie Martin and Rob Armstrong take the measure of a world where you can bet on anything.  https:// ft.trib.al/inWPo4Z","Prediction markets can tell us what everyone thinks. They can also encourage breaking the law.    Katie Martin and Rob Armstrong take the measure of a world where you can bet on anything.  https:// ft.trib.al/inWPo4Z",yes
2026-07-23T01:00:36.000+08:00,35296,22,4,3,no,"burnham survive; brand burnham; number 10; survive number; brand","https://x.com/FT/status/2079974905638981883","Can ‘Brand Burnham’ survive the move to Number 10?","Can ‘Brand Burnham’ survive the move to Number 10?",no
2026-07-23T00:49:24.000+08:00,92837,3.6K,948,85,no,"india listen; frustrated youth; youth; listen frustrated; india","https://x.com/FT/status/2079972086987063458","India should listen to its frustrated youth","India should listen to its frustrated youth",no
2026-07-23T00:45:10.000+08:00,41664,120,23,4,yes,"prices surged; heatwaves concerns; strait hormuz; nearly 50","https://x.com/FT/status/2079971022850167063","Prices have surged by nearly 50%, as heatwaves and concerns over winter supplies leave the market vulnerable to the latest Strait of Hormuz disruption.  https:// ft.trib.al/vnYHekD","Prices have surged by nearly 50%, as heatwaves and concerns over winter supplies leave the market vulnerable to the latest Strait of Hormuz disruption.  https:// ft.trib.al/vnYHekD",no
2026-07-23T00:22:00.000+08:00,36988,19,5,2,no,"florida railway; dream florida; billionaire dream; railway went; went south","https://x.com/FT/status/2079965190737600632","How a billionaire’s dream for a Florida railway went south","How a billionaire’s dream for a Florida railway went south",no
2026-07-23T00:15:09.000+08:00,31656,43,24,3,yes,"rehabilitate bank; latest search; christian sewing; chief executive; legacy scandals","https://x.com/FT/status/2079963467130249698","The latest search threatens to detract from chief executive Christian Sewing’s efforts to rehabilitate the bank, which he has led since 2018 amid legacy scandals and legal disputes.  https:// ft.trib.al/0jVS3Z1","The latest search threatens to detract from chief executive Christian Sewing’s efforts to rehabilitate the bank, which he has led since 2018 amid legacy scandals and legal disputes.  https:// ft.trib.al/0jVS3Z1",no
2026-07-23T00:13:22.000+08:00,40280,30,7,5,no,"airline ownership; easyjet bid; apollo 7bn; eu review; rules clouds","https://x.com/FT/status/2079963021003096554","EU review of airline ownership rules clouds Apollo’s £5.7bn easyJet bid","EU review of airline ownership rules clouds Apollo’s £5.7bn easyJet bid",no
2026-07-22T23:57:24.000+08:00,30244,23,4,2,no,"war powers; battle america; trib al; 0b5prun opinion; act https","https://x.com/FT/status/2079959001358283174","The battle over America’s War Powers Act  https:// ft.trib.al/0B5prun  | opinion","The battle over America’s War Powers Act  https:// ft.trib.al/0B5prun  | opinion",no
2026-07-22T23:37:22.000+08:00,35140,19,4,2,no,"chance partners; clifford; record 3mn; paid; despite slowdown","https://x.com/FT/status/2079953960559939908","Clifford Chance partners paid record £2.3mn despite US slowdown","Clifford Chance partners paid record £2.3mn despite US slowdown",no
2026-07-22T23:36:57.000+08:00,29468,10,5,1,no,"cyclospora cases; cyclospora; mount authorities; cases","https://x.com/FT/status/2079953854800507310","US cyclospora cases mount as authorities struggle to find source","US cyclospora cases mount as authorities struggle to find source",no
2026-07-22T23:30:27.000+08:00,35973,25,6,3,no,"lucid dream; saudi money; eawayjn opinion; continue bed; trib al","https://x.com/FT/status/2079952217960812614","The Lucid dream can continue on a bed of Saudi money  https:// ft.trib.al/EaWaYjN  | opinion","The Lucid dream can continue on a bed of Saudi money  https:// ft.trib.al/EaWaYjN  | opinion",no
2026-07-22T23:30:27.000+08:00,30327,5,1,2,no,"deed thieves; york brownstones; yfer6bx opinion","https://x.com/FT/status/2079952217906249795","The deed thieves targeting New York brownstones  https:// ft.trib.al/YFEr6bx  | opinion","The deed thieves targeting New York brownstones  https:// ft.trib.al/YFEr6bx  | opinion",no
2026-07-22T23:30:16.000+08:00,34972,18,10,3,yes,"failure raised; country finally; chances; opinion","https://x.com/FT/status/2079952173861904725","Opinion: What if that failure raised the chances of the country finally getting its act together?  https:// ft.trib.al/J0mLbaE","Opinion: What if that failure raised the chances of the country finally getting its act together?  https:// ft.trib.al/J0mLbaE",no
2026-07-22T23:21:38.000+08:00,48327,33,16,6,no,"streeting refuses; defence spending; spending ambition; refuses; commit","https://x.com/FT/status/2079950002986590667","Streeting refuses to commit to 3% defence spending ambition","Streeting refuses to commit to 3% defence spending ambition",no
2026-07-22T22:09:24.000+08:00,52027,66,13,7,no,"mercedes risks; sales ban; senate china; risks sales; ban senate","https://x.com/FT/status/2079931821798646089","Mercedes risks US sales ban under Senate China bill","Mercedes risks US sales ban under Senate China bill",no
2026-07-22T21:33:10.000+08:00,78714,72,12,12,no,"strikes iranian; iranian infrastructure; trump threatens; tit tat; infrastructure","https://x.com/FT/status/2079922702874226692","Trump threatens tit-for-tat strikes on Iranian infrastructure","Trump threatens tit-for-tat strikes on Iranian infrastructure",no
2026-07-22T21:24:22.000+08:00,65845,136,24,10,no,"amd; chip; amd invest; chip deal; anthropic chip; 5bn; deal","https://x.com/FT/status/2079920490496381188","AMD to invest up to $5bn in Anthropic in chip deal","AMD to invest up to $5bn in Anthropic in chip deal",no
2026-07-22T20:30:22.000+08:00,30121,15,,5,no,"uk dysfunctional; dysfunctional property; west country; hxkop3f opinion","https://x.com/FT/status/2079906898636059099","How the West Country became the UK’s most dysfunctional property market  https:// ft.trib.al/hxkOP3F  | opinion","How the West Country became the UK’s most dysfunctional property market  https:// ft.trib.al/hxkOP3F  | opinion",no
2026-07-22T20:08:46.000+08:00,78392,212,49,8,yes,"exclusive leicester; thai owners; selling football; success stories; glory decade","https://x.com/FT/status/2079901465989071003","FT exclusive: Leicester City’s Thai owners are exploring selling the football club they led to Premier League glory a decade ago in one of the sport’s greatest underdog success stories  https:// ft.trib.al/y5bnGyQ","FT exclusive: Leicester City’s Thai owners are exploring selling the football club they led to Premier League glory a decade ago in one of the sport’s greatest underdog success stories  https:// ft.trib.al/y5bnGyQ",no
2026-07-22T20:00:26.000+08:00,37177,20,9,9,yes,"artist pension; funds artists; pension trust; trust designed","https://x.com/FT/status/2079899366932742378","The Artist Pension Trust was designed as a financial scheme to provide retirement funds for artists. Despite its large collection, very few artists ever received any money, and the company is now being wound down  https:// ft.com/content/57e4f8 0b-d6fc-4091-aa67-c49cac4aa5cb …","The Artist Pension Trust was designed as a financial scheme to provide retirement funds for artists. Despite its large collection, very few artists ever received any money, and the company is now being wound down  https:// ft.com/content/57e4f8 0b-d6fc-4091-aa67-c49cac4aa5cb …",yes
2026-07-22T19:58:56.000+08:00,84915,153,49,13,no,"headquarters raided; deutsche bank; bank headquarters","https://x.com/FT/status/2079898990087135678","Deutsche Bank headquarters raided for third time this year","Deutsche Bank headquarters raided for third time this year",no
2026-07-22T19:58:44.000+08:00,52824,76,15,9,no,"gas prices; european gas; approach iran; war highs; traders fret","https://x.com/FT/status/2079898941047345427","European gas prices approach Iran war highs as traders fret over winter supplies","European gas prices approach Iran war highs as traders fret over winter supplies",no
2026-07-22T19:29:36.000+08:00,95879,177,71,6,no,"sale decade; city owners; league title; owners explore; leicester city","https://x.com/FT/status/2079891606409240842","Leicester City owners explore sale a decade after Premier League title","Leicester City owners explore sale a decade after Premier League title",no
2026-07-22T19:24:59.000+08:00,73405,89,17,15,no,"burnham failure; failure britain; burnham; britain needs; britain","https://x.com/FT/status/2079890446352789649","Burnham can be the failure that Britain needs","Burnham can be the failure that Britain needs",no
2026-07-22T18:55:43.000+08:00,76076,77,15,16,no,"action yen; tokyo vows; yen keeps; vows bold; keeps sliding","https://x.com/FT/status/2079883082346139789","Tokyo vows to take ‘bold’ action as yen keeps sliding","Tokyo vows to take ‘bold’ action as yen keeps sliding",no
2026-07-22T18:24:11.000+08:00,49052,35,26,13,no,"gaza pilot; set gaza; trump board; peace set; city","https://x.com/FT/status/2079875143484985493","Trump’s Board of Peace to set up Gaza ‘pilot’ city","Trump’s Board of Peace to set up Gaza ‘pilot’ city",no
2026-07-22T17:02:10.000+08:00,86754,189,57,60,yes,"bus fares; fares england; england capped; january andy","https://x.com/FT/status/2079854503688380832","Single bus fares across England will be capped at £2 from January, Andy Burnham announced on Wednesday as the new prime minister races to try to meet a promise to cut the cost of living  https:// ft.trib.al/LDJYRPM","Single bus fares across England will be capped at £2 from January, Andy Burnham announced on Wednesday as the new prime minister races to try to meet a promise to cut the cost of living  https:// ft.trib.al/LDJYRPM",no
2026-07-22T16:54:12.000+08:00,51169,52,7,8,no,"ex ceo; disclose close; relationship employee","https://x.com/FT/status/2079852501847662946","Lloyd’s says ex-CEO failed to disclose ‘close’ relationship with employee","Lloyd’s says ex-CEO failed to disclose ‘close’ relationship with employee",no
2026-07-22T15:42:08.000+08:00,58170,107,43,12,no,"supply chain; aluminium tariffs; cut aluminium; cut","https://x.com/FT/status/2079834361961091581","US will cut aluminium tariffs to boost defence supply chain","US will cut aluminium tariffs to boost defence supply chain",no
2026-07-22T15:35:25.000+08:00,87693,101,17,11,no,"bus fares; burnham launches; cap","https://x.com/FT/status/2079832674563150149","Burnham launches £2 cap on bus fares in latest cost of living intervention","Burnham launches £2 cap on bus fares in latest cost of living intervention",no
2026-07-22T15:21:56.000+08:00,97286,42,8,5,no,"balance sheet; warsh balance; consultants; scnlzck opinion; trib al","https://x.com/FT/status/2079829281132233058","Warsh’s balance sheet consultants  https:// ft.trib.al/ScNLZCk  | opinion","Warsh’s balance sheet consultants  https:// ft.trib.al/ScNLZCk  | opinion",no
2026-07-22T14:59:33.000+08:00,54305,107,36,8,yes,"housing; burn murdoch; young people; increasingly reach; examines potential","https://x.com/FT/status/2079823645740761244","Young people across much of the developed world are finding that housing, whether rented or owned, is increasingly out of reach. John Burn-Murdoch examines potential solutions.","Young people across much of the developed world are finding that housing, whether rented or owned, is increasingly out of reach. John Burn-Murdoch examines potential solutions.",yes
2026-07-22T14:14:24.000+08:00,59271,108,31,11,no,"uk inflation; inflation falls; falls expected","https://x.com/FT/status/2079812286546411882","UK inflation falls more than expected to 2.6% in June","UK inflation falls more than expected to 2.6% in June",no
2026-07-22T14:00:10.000+08:00,53544,93,37,7,yes,"ethical fintech; chartered marketed; people planet; executive later; 75bn weapons","https://x.com/FT/status/2079808701376975112","The head of an ethical fintech backed by Standard Chartered and marketed as ‘people and planet first’ previously sought to set up a $2.75bn weapons fund with the Wirecard executive later exposed as a fraudster and spy.  https:// ft.trib.al/jFoaiCT","The head of an ethical fintech backed by Standard Chartered and marketed as ‘people and planet first’ previously sought to set up a $2.75bn weapons fund with the Wirecard executive later exposed as a fraudster and spy.  https:// ft.trib.al/jFoaiCT",no
2026-07-22T13:00:20.000+08:00,92929,131,16,12,yes,"smith introduced; london pub; claim robert; currency trading; alphaville nearly","https://x.com/FT/status/2079793644114944455","Opinion from Alphaville: Nearly two years after reporting on the self-proclaimed currency trading legend's boastful claim, Robert Smith introduced himself outside a London pub.  https:// ft.trib.al/SJrcGFd","Opinion from Alphaville: Nearly two years after reporting on the self-proclaimed currency trading legend's boastful claim, Robert Smith introduced himself outside a London pub.  https:// ft.trib.al/SJrcGFd",no
2026-07-22T12:58:34.000+08:00,27801,14,3,5,no,"financial adviser; change financial; zdhvir5 opinion; change","https://x.com/FT/status/2079793201926361184","Should I change my financial adviser?  https:// ft.trib.al/ZdHVir5  | opinion","Should I change my financial adviser?  https:// ft.trib.al/ZdHVir5  | opinion",no
2026-07-22T12:58:34.000+08:00,33598,11,3,3,no,"office sweepstake; simulator; won; vwhpsjj opinion","https://x.com/FT/status/2079793201561395506","How a simulator won the office sweepstake  https:// ft.trib.al/VwhPsJj  | opinion","How a simulator won the office sweepstake  https:// ft.trib.al/VwhPsJj  | opinion",no
2026-07-22T12:44:26.000+08:00,45100,45,8,4,no,"samsung; invest mistral; mistral 20bn; samsung talks; 20bn valuation; talks invest","https://x.com/FT/status/2079789643780812829","Samsung in talks to invest in Mistral at €20bn valuation","Samsung in talks to invest in Mistral at €20bn valuation",no
2026-07-22T12:42:09.000+08:00,111384,40,13,3,no,"arm; ethical fintech; wirecard marsalek; uk ethical; arms deals; boss tried","https://x.com/FT/status/2079789069383422349","UK ethical fintech boss tried to set up arms deals with Wirecard’s Marsalek","UK ethical fintech boss tried to set up arms deals with Wirecard’s Marsalek",no
2026-07-22T12:30:12.000+08:00,826787,5.2K,3.9K,427,yes,"revenues venezuelan; oil sales; happened money; exclusive trump","https://x.com/FT/status/2079786062969295167","FT Exclusive: The Trump administration has collected more than $13bn in revenues from Venezuelan oil sales this year, according to FT calculations, but has said almost nothing about what has happened to the money.  https:// ft.trib.al/1K9B0QT","FT Exclusive: The Trump administration has collected more than $13bn in revenues from Venezuelan oil sales this year, according to FT calculations, but has said almost nothing about what has happened to the money.  https:// ft.trib.al/1K9B0QT",no
2026-07-22T12:28:46.000+08:00,398428,2.7K,1.7K,288,no,"venezuela oil; 13bn venezuela; oil money; venezuela; collected 13bn","https://x.com/FT/status/2079785701588034008","The US has collected about $13bn of Venezuela’s oil money. Where is it?","The US has collected about $13bn of Venezuela’s oil money. Where is it?",no
2026-07-22T12:28:38.000+08:00,26570,11,,1,no,"insider information; gopdvlm opinion; trib al; information https","https://x.com/FT/status/2079785667781939511","The high price of insider information  https:// ft.trib.al/GopDVlM  | opinion","The high price of insider information  https:// ft.trib.al/GopDVlM  | opinion",no
2026-07-22T12:28:37.000+08:00,44598,33,6,,no,"war neo; neo mercantilists; mercantilists; win war; win","https://x.com/FT/status/2079785665688969650","Who will win the war of neo-mercantilists?","Who will win the war of neo-mercantilists?",no
2026-07-22T12:28:37.000+08:00,45020,33,8,6,no,"investors number; investors; 10 north; number 10; 10","https://x.com/FT/status/2079785664262909967","Investors could do with their own ‘Number 10 North’","Investors could do with their own ‘Number 10 North’",no
2026-07-22T12:28:36.000+08:00,33296,42,13,1,no,"capital flows; change dollar; shifts","https://x.com/FT/status/2079785659254898927","How shifts in capital flows could change the dollar’s role  https:// ft.trib.al/R7OIMWb  | opinion","How shifts in capital flows could change the dollar’s role  https:// ft.trib.al/R7OIMWb  | opinion",no
2026-07-22T12:21:47.000+08:00,96897,113,28,9,no,"university private; biggest university; uk biggest; uk","https://x.com/FT/status/2079783943327322496","The UK’s biggest university is a private company","The UK’s biggest university is a private company",no
2026-07-22T11:19:25.000+08:00,216594,1K,556,106,yes,"attack ai; agent escaped; stole login; testing environment","https://x.com/FT/status/2079768250804535342","OpenAI said the ‘agent’ escaped a testing environment, gained internet access, stole login credentials and hacked into the start-up Hugging Face by itself — one of the first public examples of a cyber attack by an AI system acting outside human control.  https:// ft.trib.al/Op3fhwC","OpenAI said the ‘agent’ escaped a testing environment, gained internet access, stole login credentials and hacked into the start-up Hugging Face by itself — one of the first public examples of a cyber attack by an AI system acting outside human control.  https:// ft.trib.al/Op3fhwC",no
2026-07-22T10:30:10.000+08:00,48960,86,9,7,yes,"ufs; morning asia; sleeping read; read story; al qqlufsq","https://x.com/FT/status/2079755855893856282","Good morning, Asia. While you were sleeping, this was our most-read story:  https:// ft.trib.al/QQLuFsq","Good morning, Asia. While you were sleeping, this was our most-read story:  https:// ft.trib.al/QQLuFsq",no
2026-07-22T09:48:55.000+08:00,64950,55,15,7,no,"japanese bond; investors fear; widow maker; bets","https://x.com/FT/status/2079745475364663787","Investors fear Japanese bond bets risk becoming new ‘widow-maker trade’","Investors fear Japanese bond bets risk becoming new ‘widow-maker trade’",no
2026-07-22T09:22:51.000+08:00,44086,87,43,18,yes,"tariffs 100; drugs; august 2028","https://x.com/FT/status/2079738913984327807","The US president said some of the most widely used drugs in the country would face tariffs of 100% from August 2028, rising to 200% a year later as part of his latest effort to move manufacturing to America.  https:// ft.trib.al/XhqQfed","The US president said some of the most widely used drugs in the country would face tariffs of 100% from August 2028, rising to 200% a year later as part of his latest effort to move manufacturing to America.  https:// ft.trib.al/XhqQfed",no
2026-07-22T08:21:04.000+08:00,97293,236,88,29,no,"ai agent; openai admits; admits ai; cyber breach; caused","https://x.com/FT/status/2079723364847927315","OpenAI admits an AI ‘agent’ caused a major cyber breach by itself","OpenAI admits an AI ‘agent’ caused a major cyber breach by itself",no
2026-07-22T08:09:19.000+08:00,49582,189,73,20,yes,"brent crude; sachs warned; strait hormuz; barrel goldman; president threat","https://x.com/FT/status/2079720408744435985","The US president’s threat comes amid a flare-up in the nearly five-month conflict that has driven oil to $91 a barrel. Goldman Sachs has warned Brent crude could soar to $120 if the Strait of Hormuz remains ‘disrupted’ by the fourth quarter of this year.  https:// ft.trib.al/zyNTSJn","The US president’s threat comes amid a flare-up in the nearly five-month conflict that has driven oil to $91 a barrel. Goldman Sachs has warned Brent crude could soar to $120 if the Strait of Hormuz remains ‘disrupted’ by the fourth quarter of this year.  https:// ft.trib.al/zyNTSJn",no
2026-07-22T07:29:21.000+08:00,45511,38,12,2,no,"doj antitrust; chief doj; critic chief; trump taps; big tech","https://x.com/FT/status/2079710350753083757","Trump taps Big Tech critic as chief of DoJ antitrust division","Trump taps Big Tech critic as chief of DoJ antitrust division",no
2026-07-22T07:20:19.000+08:00,52781,17,7,3,no,"tax break; mps burnham; extend employer; employer tax","https://x.com/FT/status/2079708076228145249","MPs call on Burnham to extend employer tax break for under-25s","MPs call on Burnham to extend employer tax break for under-25s",no
2026-07-22T06:15:03.000+08:00,52397,248,40,7,no,"flights lebanon; lebanon meeting; trump reinstates; meeting president","https://x.com/FT/status/2079691654693363805","Trump reinstates direct US flights to Lebanon after meeting its president","Trump reinstates direct US flights to Lebanon after meeting its president",no
2026-07-22T06:15:01.000+08:00,27267,5,3,1,no,"deals merits; unwinding manus; clmyynr opinion; shows forced","https://x.com/FT/status/2079691643251265657","Meta’s unwinding of Manus shows even forced deals have merits  https:// ft.trib.al/ClMyYnR  | opinion","Meta’s unwinding of Manus shows even forced deals have merits  https:// ft.trib.al/ClMyYnR  | opinion",no
2026-07-22T05:05:22.000+08:00,53404,84,20,8,no,"hedge funds; warning hedge; tax alpha; treasury sends; sends warning","https://x.com/FT/status/2079674117280723431","US Treasury sends warning to hedge funds over ‘tax alpha’ strategies","US Treasury sends warning to hedge funds over ‘tax alpha’ strategies",no
2026-07-22T04:31:07.000+08:00,37970,50,21,5,yes,"financial times; just published; page financial; uk edition; trib al","https://x.com/FT/status/2079665495121240383","Just published: front page of the Financial Times, UK edition, Wednesday July 22  https:// ft.trib.al/01OsqaI","Just published: front page of the Financial Times, UK edition, Wednesday July 22  https:// ft.trib.al/01OsqaI",no
2026-07-22T04:30:08.000+08:00,40076,43,6,4,yes,"financial times; just published; uk edition; wednesday july","https://x.com/FT/status/2079665250178089058","Just published: front page of the Financial Times, UK edition, Wednesday July 22  https:// ft.trib.al/H4x7a2l","Just published: front page of the Financial Times, UK edition, Wednesday July 22  https:// ft.trib.al/H4x7a2l",no
